model,model_display,tier,K,rho,N,epsilon,test_mse_mean,test_mse_std,test_mse_count,test_mae_mean,test_mae_std,test_mae_count,ar_vpt_mean,ar_vpt_std,ar_vpt_count,ar_vpt_std_mean,ar_vpt_std_std,ar_vpt_std_count,best_val_mse_mean,best_val_mse_std,best_val_mse_count,train_time_s_mean,train_time_s_std,train_time_s_count
agcrn,AGCRN,5-LearnedDiff,0.5,0.15,16,0.075,0.5443017681439718,0.004244384879902397,3,0.4873357911904653,0.0033122600277054382,3,11.0,0.13228756555322974,3,2.0218018543558096,0.03123927952296229,3,0.5372148557716429,0.004407317487324119,3,19178.544936180115,91.34064315070684,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.15,32,0.075,0.5748910705248514,0.0018002885714890813,3,0.5131851037343343,0.0010644651553937204,3,12.0,0.22912878474779177,3,1.462234044074787,0.6635566294771238,3,0.5712291309520746,0.0021048747226406804,3,13745.987326939901,472.83721590863775,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.2,8,0.1,0.5635433793067932,0.006801686618215743,3,0.5017311374346415,0.004917413502777989,3,8.733333333333333,0.5575242894559247,3,3.4981647030644365,0.4761990816361923,3,0.5650436135020468,0.006457737944919268,3,21205.03934899966,11.961560398638044,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.2,16,0.1,0.5814749002456665,0.0027540343527070626,3,0.5187590916951498,0.0019570248745134832,3,9.483333333333333,0.29297326385411454,3,3.6924290609857096,0.19416859782747836,3,0.5890253178882903,0.0030565269703997184,3,19349.507046540577,41.310223633842945,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.2,32,0.1,0.6089926163355509,0.002681549233730704,3,0.5410759846369425,0.002143656386433255,3,11.5,0.1499999999999999,3,1.816294601003938,0.3925695907045248,3,0.6004295328127873,0.002893062393934988,3,13513.086451133093,74.20156997377677,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.3,8,0.15,0.6573745409647623,0.005687513679795888,3,0.5701782902081808,0.004301709914060494,3,9.033333333333333,0.10408329997330662,3,3.520003353000437,0.3896980783870012,3,0.618285456135252,0.004653779989154105,3,20526.903402169544,62.475162274169435,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.3,16,0.15,0.6664874951044718,0.0010726153851935345,3,0.5808417399724325,0.0007076862494659024,3,10.883333333333333,0.6506407098647715,3,3.277570469743022,0.8760980103862553,3,0.6387857898055859,0.0009414283060820756,3,18727.591612497967,36.10179268525995,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.3,32,0.15,0.6729986866315206,0.00035053828752467536,3,0.5905479391415914,0.00040778718139923434,3,9.766666666666666,0.11547005383792602,3,3.7352947199654687,0.27633319108846816,3,0.6903009676494366,0.00027947605219730845,3,13556.33201344808,1.4505767949768293,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.4,8,0.2,0.6876905759175619,0.003394391004965856,3,0.603492279847463,0.0024145891038484927,3,7.083333333333333,0.7783529619223748,3,5.027997750305624,1.7284698245507164,3,0.710555059779098,0.003562908870008483,3,20646.799221277237,131.27692547993817,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.4,16,0.2,0.7225193977355957,0.0015167274860376399,3,0.6271230578422546,0.0013181644315384022,3,10.116666666666667,0.22546248764114438,3,7.065863412524315,0.9818917217928588,3,0.7124309895661826,0.0015560774616232595,3,18977.607912460964,6.659222993940773,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.4,32,0.2,0.7362438440322876,0.002970390127491934,3,0.6387242476145426,0.002415003803009303,3,10.616666666666665,0.3818813079129864,3,5.559245899521646,0.4482494204989308,3,0.7397948126489678,0.002989863469430923,3,13354.223662217459,6.0613129167226525,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.5,8,0.25,0.747881273428599,0.003426873746533598,3,0.650131106376648,0.002973633235486153,3,7.166666666666667,0.503322295684717,3,3.8213411523215597,0.5010266423660601,3,0.7469733119495068,0.003364053874042564,3,20890.44494374593,46.79727732035523,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.5,16,0.25,0.749957263469696,0.00036875683674085367,3,0.654678225517273,0.00025312892655434896,3,6.916666666666667,1.4285773809399807,3,4.612912863728031,2.419773205794024,3,0.765405227176711,0.00033015398303081394,3,19105.08992274602,96.57384579325776,3
agcrn,AGCRN,5-LearnedDiff,0.5,0.5,32,0.25,0.7752256592114767,0.001721397467708023,3,0.6728951930999756,0.0015958472846864104,3,8.666666666666666,0.02886751345948093,3,3.2674364759065853,0.2613203280893588,3,0.7723000814738304,0.00166952913085095,3,13466.901929219564,61.33728544488108,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.05,8,0.0485,0.4575329025586446,0.0047324750499432465,3,0.431589017311732,0.003956479187671481,3,10.383333333333333,0.5008326400438904,3,3.553019381627802,0.260441760602609,3,0.4522061492899471,0.004561669533443322,3,21127.50963950157,42.90054975102735,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.05,16,0.0485,0.4830339153607686,0.001040540646157651,3,0.4559488892555237,0.001180114267168786,3,10.883333333333333,0.4310839052125857,3,2.169984136261664,0.7109875333359091,3,0.4807636252251876,0.0011458235975962967,3,19246.707761526108,105.01100179640821,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.05,32,0.0485,0.5288206736246744,0.002707827928475846,3,0.4949800769488017,0.0019304295255263711,3,12.166666666666666,0.02886751345948067,3,0.371380947618095,0.024784826394967267,3,0.5257157460640918,0.0026906110195459446,3,13139.392781893412,642.5179402491143,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.075,8,0.07275,0.5198447108268738,0.0031915218748279884,3,0.4808033307393392,0.002443259827854808,3,9.483333333333333,0.2565800719723441,3,3.5136868184305476,0.2995954154874961,3,0.5186128065504819,0.0035338920491144185,3,20588.01980145772,34.31207028119771,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.075,16,0.07275,0.5446402033170065,0.0011786048536876657,3,0.5007321238517761,0.0006460100520639615,3,10.950000000000001,0.10000000000000009,3,2.9595291911419466,0.2702414664111387,3,0.5601291642466851,0.0014142531921727544,3,18739.9430158933,5.164383999246372,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.075,32,0.07275,0.5854590535163879,0.0037414520388672494,3,0.5356631477673849,0.002566184865691057,3,11.366666666666667,0.1040832999733068,3,1.361011377391316,0.0947208842710477,3,0.5837449917124179,0.003685819400066076,3,12437.251068512598,16.07705047692666,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.1,8,0.097,0.5752557317415873,0.005102083018299544,3,0.5216555794080099,0.004424397497214172,3,8.966666666666667,0.37859388972001823,3,3.239449737823301,0.11810204983327935,3,0.566971662218358,0.004979885320398035,3,14614.149983565012,14.603893282674536,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.1,16,0.097,0.5975166161855062,0.002894038202030839,3,0.5409493843714396,0.00273677674530035,3,10.183333333333334,0.2309401076758495,3,2.8279497170300885,0.15906161360983984,3,0.592868536466514,0.002969874797278125,3,11597.230018774668,477.03873024171094,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.1,32,0.097,0.6263038516044617,0.0030662800060738634,3,0.5647238294283549,0.0025601110011348608,3,10.633333333333333,0.2753785273643057,3,2.1328258975519803,0.31477060869367357,3,0.6281498755999472,0.0029779595089910607,3,12264.807805697123,13.648757139284639,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.15,8,0.1455,0.6656365394592285,0.004397859883511352,3,0.5900678435961405,0.0035909455554032077,3,7.5,0.4092676385936227,3,3.432386726021504,0.368214671824836,3,0.6628687346350133,0.004424648277385463,3,14008.396676858267,1.7743384235372734,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.15,16,0.1455,0.6734651327133179,0.0013814183142684,3,0.5993997852007548,0.0010647694704390017,3,8.466666666666667,0.14433756729740657,3,3.931768206643497,0.25357080636593576,3,0.6783817669156827,0.0014669628236872359,3,11374.867054621378,37.964538277578626,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.15,32,0.1455,0.69962610801061,0.0008203405781755586,3,0.6207891503969828,0.0007151057521537111,3,10.25,0.6873863542433758,3,2.8132880077825604,0.6219854322251029,3,0.6980939598631992,0.0008442453202830096,3,12416.525242408117,3.013249774841234,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.2,8,0.194,0.7263907591501871,0.003782327900954109,3,0.6380066076914469,0.0033216478773861083,3,7.066666666666666,0.3617089069035119,3,3.626675347810241,0.42818089912816126,3,0.7259664877150023,0.0036919324141218867,3,14061.175614992777,91.25480892181618,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.2,16,0.194,0.7375878890355428,0.0005324576842258383,3,0.6492172479629517,0.0005160968216454808,3,8.283333333333333,0.25166114784235816,3,3.4724864067156376,0.06330270738825082,3,0.7406503160671983,0.0006656113001574625,3,11331.599755605062,32.21008681404464,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.2,32,0.194,0.7503461043039957,0.0008998667223106361,3,0.6609782377878824,0.0007709298864784943,3,8.799999999999999,0.5267826876426366,3,3.6213295040756175,0.4375602065626637,3,0.7546477875302006,0.000883296041016375,3,12295.797099510828,16.38355901837806,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.3,8,0.291,0.8120670914649963,0.0019989057065416945,3,0.7090343435605367,0.001633894240743403,3,3.9166666666666665,0.2565800719723444,3,2.3396892142409,0.370852492437628,3,0.8188632958878986,0.0019886023971726124,3,13958.809072097143,37.699077674534905,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.3,16,0.291,0.8194647828737894,0.0005981033606632421,3,0.7153334816296896,0.00048188601164858916,3,5.283333333333333,0.40722639076235395,3,2.125945929599635,0.09633720272104927,3,0.8180721899638032,0.0006778323977358387,3,11363.752701600393,23.69349331398058,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.3,32,0.291,0.8320462703704834,0.0005815217467721345,3,0.7268861730893453,0.000422792649703125,3,7.233333333333333,0.028867513459481187,3,2.7014540622184655,0.3474462902162359,3,0.8322668229024089,0.000625599058813162,3,12283.979734579721,14.049801569244895,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.4,8,0.388,0.8662720123926798,0.0018531632364803857,3,0.7549666364987692,0.0016585540348288583,3,3.8666666666666667,0.7285830998131465,3,2.895255376893349,0.4677012442310022,3,0.8637425306184708,0.0018903218911386379,3,13883.709926048914,27.207641794581605,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.4,16,0.388,0.8745561838150024,0.0003383890649977494,3,0.7614929477373759,0.00032577016797825264,3,6.016666666666667,0.6331139971074191,3,3.968066670870686,1.0513897199839115,3,0.8746381336975798,0.00041211422567857125,3,11274.074824968973,88.187250035719,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.4,32,0.388,0.879918654759725,0.00010343098250029082,3,0.7664037942886353,5.006325365245162e-05,3,5.733333333333333,0.284312035153866,3,4.219226634473348,0.09843734264020194,3,0.8806042154234944,9.466647280643228e-05,3,12207.669812838236,10.877280895254769,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.5,8,0.485,0.9070934255917867,0.0017235151017440714,3,0.7878105243047079,0.0013607508943816852,3,3.6166666666666667,0.3055050463303893,3,2.247044939124487,0.19347754994456043,3,0.9022128994170288,0.0017753864021200793,3,13951.865064223608,39.856389320089484,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.5,16,0.485,0.9115750590960184,0.0007558026577569845,3,0.791907807191213,0.0005909287340162374,3,4.316666666666667,0.4310839052125857,3,2.801747692212638,0.5604148497066583,3,0.9132234297962887,0.0008085241389286157,3,11266.646210829416,39.21119559994219,3
agcrn,AGCRN,5-LearnedDiff,0.97,0.5,32,0.485,0.9134436249732971,0.0015177940254851177,3,0.7948131362597147,0.001515161623333588,3,5.233333333333333,0.2929732638541157,3,2.216678218452851,0.10957423855562493,3,0.9147511625481454,0.001512332586522214,3,12255.349962472916,2.2590931558001928,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.05,8,0.1,0.7062455813090006,0.007598376930139179,3,0.6343657175699869,0.005947472783275589,3,7.5,0.3905124837953326,3,3.051328708437419,0.08117677992164153,3,0.7108544540315362,0.00791075135247702,3,12936.115687449774,1731.0482125890521,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.05,16,0.1,0.7211557626724243,0.0009480711331715209,3,0.6473174293835958,0.0007039762894656264,3,6.916666666666667,0.10408329997330691,3,2.323093280830125,0.2420876139807414,3,0.723153044404,0.0008973413074445075,3,11261.062504053116,28.007474185977756,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.05,32,0.1,0.7429652214050293,0.001331881668201431,3,0.6652056376139323,0.0011154566745947224,3,8.1,0.8000000000000002,3,2.7434142056677473,0.0742815199804452,3,0.739173104322229,0.001412789744007724,3,12258.469398180643,10.200413818457633,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.075,8,0.15,0.7518324653307596,0.0046284590905313235,3,0.6670549114545187,0.0040377068069720416,3,5.366666666666667,0.3055050463303898,3,2.300053868687582,0.14010104104870993,3,0.7495101541125186,0.0048619869017068945,3,13953.724781831106,29.66947872396455,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.075,16,0.15,0.7652474641799927,0.0017736761940605073,3,0.6790153384208679,0.0012469849428135642,3,6.533333333333334,0.3214550253664317,3,3.1283612913666694,0.20008359757360128,3,0.7666447999290199,0.0017678749353318448,3,9631.007808208466,2829.173259350436,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.075,32,0.15,0.7844013770421346,0.0015898553954205178,3,0.6950191656748453,0.0013031993247093212,3,8.266666666666667,0.10408329997330634,3,2.9326279974108544,0.17899593068837832,3,0.7857216224531686,0.0015550243000029484,3,7140.3383727868395,0.17056582498635134,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.1,8,0.2,0.7928000489870707,0.0023810843958881234,3,0.6974008083343506,0.0019800906498136307,3,4.6499999999999995,0.1322875655532295,3,2.2462084706911267,0.07464086878610521,3,0.7936949298365606,0.002305608811247537,3,6473.8346625169115,34.52472705079055,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.1,16,0.2,0.8055637876192728,0.001151390059081492,3,0.7093934416770935,0.0010204710406822865,3,5.55,0.20000000000000018,3,2.843540935151387,0.2294829518233524,3,0.8080489849399584,0.0011452118644279866,3,5737.591583490372,293.62635200015274,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.1,32,0.2,0.8214925328890482,0.0012683940691700219,3,0.7232246200243632,0.0010771430640379267,3,6.1000000000000005,0.1322875655532295,3,2.5776891558965818,0.02789127748511024,3,0.8213218755532439,0.001262830201853192,3,6370.788058519363,444.6870656227252,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.15,8,0.3,0.855434000492096,0.0037474461688203975,3,0.7465132673581442,0.0032795020866941776,3,3.8666666666666667,0.1040832999733066,3,2.4082720614267252,0.11330718082808111,3,0.8564563845049799,0.003747979056127693,3,6565.147902170817,18.71048911810387,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.15,16,0.3,0.8613678415616354,0.0008021183524775718,3,0.7528874675432841,0.0006742142615558379,3,4.333333333333333,0.49328828623162496,3,2.285335214314894,0.6370749071486396,3,0.8637422113370263,0.0008216158754336807,3,5854.558243910472,193.67541681136356,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.15,32,0.3,0.8699171940485636,0.0004749766738537061,3,0.7606055736541748,0.00043042880448740167,3,4.95,0.17320508075688731,3,1.9114028399780778,0.10516071027531639,3,0.8700671929893108,0.00044628637199866115,3,6343.193602005641,202.42097237168983,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.2,8,0.4,0.8914442658424377,0.0030672969486995366,3,0.775850256284078,0.0025881795931363646,3,3.233333333333333,0.18929694486000934,3,1.6125210170209525,0.2866425552819561,3,0.8909898574165428,0.0030722026152145048,3,6680.131112655004,43.59076121199121,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.2,16,0.4,0.8966843883196512,7.225158242078037e-05,3,0.7805996934572855,6.920102681026044e-05,3,4.166666666666667,0.4536885862938731,3,1.652872041198109,0.2334973728725789,3,0.8962085207865703,8.631475085770429e-05,3,5732.648058573405,174.0668546316625,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.2,32,0.4,0.9008458058039347,0.0002836347025432919,3,0.7847153147061666,0.0002640380634829999,3,4.833333333333333,0.25658007197234395,3,2.3707820311399526,0.10765148041659654,3,0.9007145763737726,0.00027747010500156716,3,6385.719350337982,174.33724809017278,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.3,8,0.6,0.9380849202473959,0.002582513754047344,3,0.8139495054880778,0.0025519817001247473,3,2.3666666666666667,0.292973263854116,3,1.7047553508319264,0.056690305298822755,3,0.9384306898311826,0.002558356702291812,3,5949.290068308513,1410.4338534774397,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.3,16,0.6,0.939086377620697,0.0005297844976500253,3,0.8154018918673197,0.0004952650410247543,3,2.6833333333333336,0.2020725942163691,3,1.7269680073523281,0.10060940498926234,3,0.9389872364384454,0.0005074855360963274,3,5743.136836528778,156.82647366457812,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.3,32,0.6,0.9417562484741211,0.001058807548289584,3,0.8181384404500326,0.001013440077842416,3,4.083333333333333,0.2565800719723443,3,2.2509489918073253,0.22043809657674404,3,0.941304655792416,0.0010701775684425,3,6396.2371690273285,114.2139615897051,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.4,8,0.8,0.9634313583374023,0.00187877642358877,3,0.8350085020065308,0.0015190340103178933,3,1.4833333333333334,0.12583057392117916,3,1.3153138852585724,0.11693619999383587,3,0.9629986666116773,0.0018919069186989173,3,6317.8941257794695,231.22239264611775,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.4,16,0.8,0.9641250371932983,9.974998912892578e-05,3,0.8358865777651469,8.468679725605856e-05,3,2.65,0.1999999999999999,3,2.1132039476622215,0.05294915841824949,3,0.9636016303564857,8.695039126036985e-05,3,5712.496219317119,228.66843408491638,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.4,32,0.8,0.965103030204773,0.00022420387555921372,3,0.8373263478279114,0.0002765325167365552,3,2.0500000000000003,0.08660254037844384,3,1.509845852479848,0.3798660982821466,3,0.9658020777766101,0.00020365087051387622,3,6504.612373987834,136.65470608633117,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.5,8,1.0,0.9803670843442281,0.0019194514697930547,3,0.8490415612856547,0.001602403844301475,3,0.8166666666666668,0.02886751345948121,3,0.7629373101991064,0.02529804457321743,3,0.980427577589305,0.0019049297404979014,3,5486.433456023534,1006.9312297763777,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.5,16,1.0,0.9814448753992716,0.0002289693350774442,3,0.8497804403305054,0.00023835830373590973,3,1.6166666666666665,0.18929694486000923,3,1.945466493954599,0.2036913875204331,3,0.9814997971044042,0.00020957806496867614,3,5473.01751724879,24.083903591770582,3
agcrn,AGCRN,5-LearnedDiff,2.0,0.5,32,1.0,0.9815816481908163,0.000922889680106199,3,0.8503227233886719,0.0007041921986428502,3,2.466666666666667,0.1607275126832159,3,1.841642897213496,0.10013570149861763,3,0.9819717376447108,0.0009036708157542326,3,6331.763934930165,219.18155058234387,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.05,8,0.325,0.9594294230143229,0.006476546922128582,3,0.83281276623408,0.005090017554917744,3,1.8333333333333333,0.24664414311581231,3,1.5238568607852236,0.2535555200675113,3,0.9573291860770938,0.006367689083212228,3,6677.368306001027,99.89314929919767,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.05,16,0.325,0.9590116341908773,0.0020946756915675054,3,0.8332758744557699,0.0014938767678499083,3,2.6,0.18027756377319948,3,2.3603473506625825,0.3473335231880004,3,0.9589901694746312,0.0021246913091182056,3,5764.89569624265,207.5914319616273,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.05,32,0.325,0.9620202779769897,0.0017848983967917273,3,0.835756262143453,0.001274996587046998,3,1.8166666666666667,0.07637626158259729,3,1.1160012070258019,0.023705671798750272,3,0.962520348082741,0.0017818012987678988,3,6448.006881554921,111.2868391431237,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.075,8,0.4875,0.9703500469525655,0.003948554799839359,3,0.8414056499799093,0.0031905772035170084,3,1.6333333333333335,0.31754264805429416,3,1.4034883177791304,0.7020190971663525,3,0.9709582332215737,0.003941392312701001,3,6613.026823361714,63.14758392700449,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.075,16,0.4875,0.968535860379537,0.0021714106764813427,3,0.8403380910555521,0.0016229500942280671,3,1.5999999999999999,0.17320508075688773,3,1.1295797763363549,0.40752213846350227,3,0.9683716352227706,0.0021299377888875626,3,5725.2110731601715,270.3602164534551,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.075,32,0.4875,0.9726424813270569,0.0014155881365494564,3,0.8437238136927286,0.0010749907618671625,3,2.4166666666666665,0.05773502691896247,3,1.529788474916413,0.029509880029781662,3,0.9711276224661732,0.0013907993146622599,3,6437.676078875859,272.31958422796515,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.1,8,0.65,0.9812750617663065,0.003671122501113191,3,0.8495670755704244,0.002971099881729916,3,1.9666666666666668,0.15275252316519453,3,2.2545780501185315,0.017796738060113462,3,0.9809295177519622,0.003688812925543088,3,6282.766102393468,332.44325309971316,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.1,16,0.65,0.9783236384391785,0.0018107747730867394,3,0.8482205470403036,0.001376641082982764,3,1.5833333333333333,0.07637626158259728,3,1.155720281337071,0.07222151313315396,3,0.979501722179891,0.001854186243822621,3,5817.305834054947,240.28100031183217,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.1,32,0.65,0.9805965622266134,0.0007625880175484814,3,0.8502901792526245,0.0006682332736142879,3,1.7333333333333334,0.11547005383792512,3,1.4763080985908326,0.10378630474528922,3,0.9811832483294592,0.0007742535422257778,3,6357.416533549626,247.70793031984323,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.15,8,0.975,0.9929289619127909,0.001332253633812696,3,0.8599476218223572,0.0010229111454773785,3,1.7833333333333332,0.1527525231651946,3,2.634362418439912,0.5210105300923655,3,0.9924638984043687,0.0013438441140946882,3,4316.346695899963,68.68869662273619,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.15,16,0.975,0.9917830427487692,0.00042700441509609566,3,0.8587871193885803,0.0003660462940748599,3,1.4833333333333334,0.18929694486000898,3,1.008045155810013,0.12048836363711654,3,0.9925506754364984,0.00045322499409515137,3,5459.5925716559095,140.6696577761245,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.15,32,0.975,0.9911056160926819,0.00028434156364711934,3,0.8586269815762838,0.0002619960542343167,3,1.9333333333333333,0.10408329997330654,3,1.5662303743801882,0.053699362690292636,3,0.9922778212105382,0.0002738411900531474,3,6106.541247924169,365.02122042401646,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.2,8,1.3,0.9989344477653503,0.0005109763075306979,3,0.8650280038515726,0.00047349965949500017,3,1.25,0.10000000000000009,3,1.2437622944710605,0.028862298559266593,3,0.9977643949284359,0.0004992646292624367,3,3511.5737545490265,662.4597756872294,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.2,16,1.3,0.998763382434845,0.0002783616871982058,3,0.8647292455037435,0.0003086487375196281,3,0.9500000000000001,0.08660254037844387,3,1.357115401915739,0.03326678260102344,3,0.9987737354336036,0.00027582924931130576,3,3428.294260660807,223.99754193001587,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.2,32,1.3,0.9981761773427328,0.00028386078839570054,3,0.8643238345781962,0.00024914366726511866,3,1.5166666666666666,0.1040832999733067,3,1.3064285607777322,0.06013836858724537,3,0.9985999141924377,0.0002754907078070049,3,4671.179706494014,532.7293813040498,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.3,8,1.95,0.9992639025052389,2.836488123554455e-05,3,0.865461508433024,9.335376306242524e-06,3,1.0833333333333333,0.028867513459481235,3,1.6760374402555447,0.009886773612403275,3,1.0010185046992397,3.444876376645461e-05,3,3122.823182026545,1013.7804717296848,3
agcrn,AGCRN,5-LearnedDiff,6.5,0.3,16,1.95,1.000872015953064,1.2219388302719063e-05,3,0.866464634736379,6.201270603444966e-06,3,0.8000000000000002,0.0,3,1.1224972160321824,0.0,3,1.0003631977455067,1.113536911257653e-05,3,2142.293084462484,330.3709854599511,3
